userId,tmdbId,rating
3099999,6114,4
3499999,6114,4
7399999,6114,3
8199999,6114,1.5
9599999,6114,5
10299999,6114,3
10399999,6114,3.5
11999999,6114,5
13099999,6114,2
19599999,6114,4
20799999,6114,4
24399999,6114,4.5
24799999,6114,4
28599999,6114,3
29099999,6114,4.5
29499999,6114,3
29799999,6114,4.5
30099999,6114,3
30899999,6114,1
31099999,6114,3.5
31299999,6114,4
32599999,6114,2.5
33799999,6114,1
35899999,6114,1
36299999,6114,4.5
38099999,6114,3.5
38899999,6114,3
40399999,6114,5
46399999,6114,4
46899999,6114,2.5
47099999,6114,2.5
47299999,6114,1
50999999,6114,2
51499999,6114,3
51899999,6114,3
52999999,6114,3
53499999,6114,4
56099999,6114,3
56299999,6114,3.5
56499999,6114,3
57599999,6114,4
58099999,6114,3
61499999,6114,4
61799999,6114,4
61899999,6114,4
65899999,6114,4
66499999,6114,3.5
66599999,6114,3
199999,1598,2
1999999,1598,4
2399999,1598,4
2799999,1598,4
3099999,1598,5
7399999,1598,4
12099999,1598,3.5
17799999,1598,3
20799999,1598,5
21499999,1598,5
24299999,1598,4
26299999,1598,2
29199999,1598,4.5
29999999,1598,4
30699999,1598,4
31199999,1598,2
34199999,1598,4
34299999,1598,4
34499999,1598,3
38899999,1598,2
40399999,1598,4
40799999,1598,3
45299999,1598,4
45799999,1598,4
46399999,1598,4
51499999,1598,4
51899999,1598,3
52999999,1598,5
53499999,1598,4
54799999,1598,4
56499999,1598,4
58099999,1598,3.5
59699999,1598,3.5
60599999,1598,3
60799999,1598,3
61399999,1598,4
62499999,1598,5
64799999,1598,4
65499999,1598,4
199999,152,2.5
499999,152,4
799999,152,3
1999999,152,4
2199999,152,3
2299999,152,2
4199999,152,3.5
7899999,152,4
11899999,152,3
13099999,152,3
15099999,152,2.5
20299999,152,4
20799999,152,0.5
21799999,152,4.5
23299999,152,4
28199999,152,4
28599999,152,3
29099999,152,4
31099999,152,1
31199999,152,3
32599999,152,3.5
34699999,152,3
36399999,152,2
37099999,152,3.5
39099999,152,3
43999999,152,1
45899999,152,3.5
46399999,152,3
46699999,152,3
47799999,152,5
50999999,152,3
51499999,152,4
51899999,152,3
52799999,152,4
52999999,152,2
53399999,152,3
54699999,152,4.5
54799999,152,1
56499999,152,4
57499999,152,3
57599999,152,1
58099999,152,2.5
59299999,152,1
60799999,152,4
62499999,152,3
63499999,152,3.5
65499999,152,4
199999,3179,1
799999,3179,5
1599999,3179,3
1999999,3179,3
2599999,3179,3
2699999,3179,1.5
7399999,3179,3.5
8799999,3179,2
10299999,3179,4
15099999,3179,3
15499999,3179,4
16599999,3179,4
19899999,3179,3
20799999,3179,2.5
22499999,3179,4
24799999,3179,3
28599999,3179,2
30699999,3179,4
31299999,3179,3
36199999,3179,3
38099999,3179,3
38499999,3179,3
38899999,3179,3
39099999,3179,1
42099999,3179,1
42399999,3179,3.5
42899999,3179,3
45799999,3179,2.5
46199999,3179,2
46899999,3179,3
47299999,3179,3
50299999,3179,3
50999999,3179,2.5
53499999,3179,5
54799999,3179,4
56499999,3179,4
58099999,3179,1.5
58699999,3179,4
60599999,3179,3
60699999,3179,3
60799999,3179,3.5
61799999,3179,2
62499999,3179,4
63499999,3179,3
65499999,3179,4.5
66499999,3179,3
199999,1051,4
499999,1051,5
1599999,1051,3
2399999,1051,3
3099999,1051,4
5699999,1051,4
5799999,1051,5
7399999,1051,3.5
10299999,1051,5
10599999,1051,3.5
11899999,1051,4
11999999,1051,4
19599999,1051,3
20299999,1051,4
21499999,1051,5
22099999,1051,3
23299999,1051,5
24299999,1051,5
26599999,1051,4
31199999,1051,3.5
34299999,1051,4
35899999,1051,3
36099999,1051,3
38799999,1051,5
40599999,1051,4.5
42399999,1051,3.5
43199999,1051,3
43699999,1051,4
45299999,1051,4
45799999,1051,3.5
46899999,1051,3
47299999,1051,5
50999999,1051,3
51099999,1051,4
52099999,1051,4
52999999,1051,3
54799999,1051,5
56499999,1051,4
57499999,1051,4
58599999,1051,5
58799999,1051,4
59499999,1051,5
60599999,1051,4
60899999,1051,5
62499999,1051,5
66999999,1051,4
199999,97,4
499999,97,4
1599999,97,4
3099999,97,2
3499999,97,4
3599999,97,3.5
4199999,97,5
4999999,97,3
5999999,97,1
7399999,97,3
7799999,97,4
9599999,97,3
10299999,97,3
11999999,97,3
13099999,97,4
18599999,97,3
19599999,97,3
19799999,97,5
21299999,97,3
21499999,97,4
23299999,97,5
25799999,97,1
28599999,97,3
28799999,97,4
29499999,97,3.5
31299999,97,4
32899999,97,3
34699999,97,5
36399999,97,3
38099999,97,4
40199999,97,4
46199999,97,2.5
46399999,97,4
46899999,97,3
47099999,97,3
49799999,97,1
50999999,97,3
51899999,97,3
52599999,97,4
53399999,97,4
56199999,97,4.5
56499999,97,4
57599999,97,4
57799999,97,4
58099999,97,4
62499999,97,4
65499999,97,3.5
199999,8393,3
1599999,8393,3
4399999,8393,3
5499999,8393,4
7399999,8393,3
7999999,8393,0.5
13099999,8393,4
17799999,8393,4
19599999,8393,2
23299999,8393,5
29499999,8393,4
31199999,8393,3.5
35099999,8393,4
35899999,8393,3
37399999,8393,3
38799999,8393,5
40599999,8393,5
40899999,8393,2
43999999,8393,3
46799999,8393,3
46899999,8393,2.5
47299999,8393,4
47499999,8393,1
48599999,8393,4
49799999,8393,4
50099999,8393,4
51099999,8393,4
54799999,8393,4.5
56499999,8393,3
57599999,8393,4
58099999,8393,3.5
59499999,8393,4
59799999,8393,5
60599999,8393,3
64699999,8393,5
65499999,8393,4
199999,847,2
499999,847,3
3099999,847,3
3399999,847,2
5799999,847,5
5999999,847,0.5
7399999,847,4
9599999,847,5
9899999,847,2.5
10299999,847,3
11999999,847,4
18599999,847,3
19599999,847,3
21299999,847,2.5
21399999,847,2.5
22899999,847,5
23299999,847,5
24399999,847,3.5
24799999,847,4
25399999,847,3
29499999,847,3.5
29599999,847,4
30399999,847,3
32599999,847,1
34699999,847,4
38499999,847,2.5
40599999,847,4
46199999,847,3
46399999,847,3
46699999,847,2
46899999,847,2.5
50999999,847,2
51899999,847,5
52599999,847,4
56499999,847,4
57599999,847,5
57999999,847,0.5
58099999,847,3.5
60499999,847,1
60799999,847,4.5
65499999,847,4
66599999,847,3
199999,8916,2
599999,8916,4
999999,8916,2
1599999,8916,2
4899999,8916,3
7399999,8916,3.5
9599999,8916,4
10599999,8916,3.5
13099999,8916,3
15099999,8916,2.5
18599999,8916,3
19099999,8916,3
19399999,8916,4
19599999,8916,4
21299999,8916,2.5
21399999,8916,2
22099999,8916,5
22699999,8916,2
23699999,8916,3.5
27699999,8916,3.5
28599999,8916,4
29099999,8916,5
29599999,8916,3
30499999,8916,3.5
32899999,8916,3
36399999,8916,4
37399999,8916,3
38199999,8916,5
41299999,8916,3
45299999,8916,3
45899999,8916,2
46199999,8916,1.5
46899999,8916,2.5
47299999,8916,4
48099999,8916,4.5
51899999,8916,3
53499999,8916,4
54699999,8916,5
55799999,8916,1.5
55999999,8916,3
56099999,8916,4
56199999,8916,2.5
56299999,8916,4
56499999,8916,4
58099999,8916,3
58299999,8916,2
59599999,8916,1
60799999,8916,3.5
60899999,8916,4
61199999,8916,3
64699999,8916,4
65499999,8916,4
65699999,8916,5
199999,9426,2.5
1599999,9426,3.5
1799999,9426,4
4199999,9426,3
4399999,9426,3
4899999,9426,2.5
6699999,9426,3
7399999,9426,4
7599999,9426,4.5
9599999,9426,4
10299999,9426,3
10599999,9426,3
11899999,9426,4
11999999,9426,3
13099999,9426,3
15599999,9426,4
15799999,9426,4.5
16599999,9426,3
16799999,9426,5
19999999,9426,4
21299999,9426,2
21499999,9426,4
29999999,9426,5
30399999,9426,3.5
30699999,9426,4
31099999,9426,2.5
34699999,9426,1
35599999,9426,4.5
36399999,9426,3
38099999,9426,4
39599999,9426,2
40199999,9426,5
46199999,9426,4
46399999,9426,4
46899999,9426,2.5
48299999,9426,2
51899999,9426,4
53399999,9426,2
54499999,9426,4.5
54699999,9426,1
54799999,9426,4
56099999,9426,4
56499999,9426,5
59999999,9426,3.5
60699999,9426,2
62499999,9426,3
62699999,9426,3
199999,36819,1
499999,36819,5
3599999,36819,0.5
4999999,36819,4
6899999,36819,1
7399999,36819,3.5
7799999,36819,4
10299999,36819,4
10599999,36819,4
11899999,36819,4
11999999,36819,4
13099999,36819,4
19599999,36819,3
19799999,36819,1
20799999,36819,2
22999999,36819,4
23299999,36819,5
26899999,36819,3.5
28299999,36819,4.5
29999999,36819,4
30699999,36819,3
31299999,36819,3
34699999,36819,5
38099999,36819,4
42399999,36819,4
42899999,36819,3
43999999,36819,1
46199999,36819,3
46899999,36819,3
47299999,36819,4
48099999,36819,5
51899999,36819,4
52599999,36819,4
53399999,36819,3
54699999,36819,3.5
56499999,36819,3
57599999,36819,5
57799999,36819,5
58099999,36819,3
58699999,36819,5
61399999,36819,4
62499999,36819,5
65499999,36819,5
199999,11072,3
1599999,11072,2
2399999,11072,3.5
3099999,11072,4
5699999,11072,4
7399999,11072,3
7599999,11072,4
7699999,11072,3.5
7799999,11072,4
8399999,11072,4.5
10299999,11072,4
12099999,11072,2.5
12599999,11072,4.5
13099999,11072,2
13499999,11072,4.5
14899999,11072,4
17899999,11072,4
19599999,11072,5
19699999,11072,5
21299999,11072,2.5
22299999,11072,3
26599999,11072,5
28599999,11072,3
29199999,11072,5
29499999,11072,3
30699999,11072,4
30999999,11072,5
31599999,11072,5
35299999,11072,4
38099999,11072,4
38799999,11072,3
39899999,11072,5
40599999,11072,4
42399999,11072,3.5
42499999,11072,3.5
42899999,11072,4.5
43099999,11072,4.5
44299999,11072,5
45299999,11072,4
46099999,11072,4
46899999,11072,2.5
47299999,11072,5
50599999,11072,3.5
50999999,11072,4
51999999,11072,4.5
52999999,11072,4
55399999,11072,3.5
56199999,11072,4.5
56499999,11072,5
57599999,11072,4
58099999,11072,4
58599999,11072,4
58799999,11072,4
59899999,11072,4
60499999,11072,3.5
60599999,11072,4
61599999,11072,3.5
62199999,11072,5
62499999,11072,5
63499999,11072,3.5
65499999,11072,4.5
67199999,11072,3
299999,710,4
499999,710,4
799999,710,3
1599999,710,3
1999999,710,3
2199999,710,3
3999999,710,5
4799999,710,4
5099999,710,4
5699999,710,4
7399999,710,3
7499999,710,5
7799999,710,3
7899999,710,5
8099999,710,3
8299999,710,3
8599999,710,5
9299999,710,2
10599999,710,3.5
10899999,710,4
11099999,710,4
11199999,710,3.5
11399999,710,3
11499999,710,4
12199999,710,3
12299999,710,3
12699999,710,3
13099999,710,3.5
13499999,710,4
13599999,710,3
13799999,710,4
14499999,710,5
14599999,710,5
15099999,710,4
15199999,710,5
15299999,710,1.5
15799999,710,3.5
15999999,710,2.5
16199999,710,4
16499999,710,4
16599999,710,2.5
17799999,710,4
18899999,710,4
19199999,710,2
19999999,710,2.5
20599999,710,3.5
21299999,710,3.5
21499999,710,3
22499999,710,3
23699999,710,3
24399999,710,3.5
24799999,710,4
24999999,710,4
25399999,710,4
26899999,710,3
27999999,710,3
28299999,710,3
28599999,710,4
28899999,710,3
29099999,710,4.5
29299999,710,4
29499999,710,3.5
29599999,710,4.5
30299999,710,3
31199999,710,3
31299999,710,1
31399999,710,3.5
35399999,710,3
35599999,710,3.5
36999999,710,3
37599999,710,4
38499999,710,3.5
38599999,710,3
38899999,710,2
38999999,710,4
39099999,710,3
39699999,710,3
39999999,710,3
40099999,710,3
40599999,710,3.5
41599999,710,4
41699999,710,4
41899999,710,2.5
42899999,710,2.5
43099999,710,3.5
44799999,710,3
45799999,710,2
45899999,710,4
46199999,710,2
46499999,710,5
46899999,710,3
47199999,710,4.5
48799999,710,4
51699999,710,4
52599999,710,3
53599999,710,3
54899999,710,4
55099999,710,4
55299999,710,3
55599999,710,3
56099999,710,4
56199999,710,3.5
56499999,710,3
56899999,710,4
57499999,710,3
57799999,710,3.5
58899999,710,3
58999999,710,4
59099999,710,3
59299999,710,4
59399999,710,2
59699999,710,3.5
60299999,710,3
60799999,710,3.5
60899999,710,3
62499999,710,4
64199999,710,3
64999999,710,5
65099999,710,4
65499999,710,4
66299999,710,3
66699999,710,3
299999,4584,5
999999,4584,4
1599999,4584,3
1899999,4584,4
4499999,4584,2
5799999,4584,5
6799999,4584,4
7099999,4584,4
7499999,4584,4
8699999,4584,5
9399999,4584,4
9999999,4584,3
12199999,4584,5
12299999,4584,3
16199999,4584,5
16299999,4584,4
17299999,4584,4
18299999,4584,3
21199999,4584,4
21299999,4584,3.5
22099999,4584,5
22499999,4584,5
23299999,4584,5
23399999,4584,5
24099999,4584,4
26899999,4584,3
28099999,4584,5
28399999,4584,2.5
28499999,4584,1
29499999,4584,4
30699999,4584,4
30899999,4584,4
31199999,4584,2
31299999,4584,3
31999999,4584,3
33899999,4584,4
35899999,4584,5
36199999,4584,5
37199999,4584,4.5
38299999,4584,4
38599999,4584,3
39099999,4584,4
39199999,4584,4
39699999,4584,4
40899999,4584,4
41399999,4584,3
43199999,4584,5
43499999,4584,5
44799999,4584,3
45299999,4584,4
46199999,4584,4.5
46399999,4584,4
46599999,4584,5
46899999,4584,3.5
47299999,4584,4
48499999,4584,5
48799999,4584,5
49399999,4584,4
50999999,4584,4
51099999,4584,4
51499999,4584,3
51799999,4584,5
51899999,4584,5
52999999,4584,4.5
53099999,4584,4
53499999,4584,2
53799999,4584,5
53999999,4584,4
54799999,4584,5
55499999,4584,5
55599999,4584,3
55999999,4584,4
56499999,4584,3
57599999,4584,5
57799999,4584,5
57899999,4584,3
59599999,4584,4
59899999,4584,2
60899999,4584,3
61699999,4584,3
63699999,4584,3
64099999,4584,4
65099999,4584,4
65499999,4584,4.5
65999999,4584,4
66799999,4584,2
299999,9603,5
599999,9603,4
1599999,9603,2.5
1999999,9603,3
3499999,9603,3
4399999,9603,4
4799999,9603,3
5099999,9603,2
5699999,9603,5
6999999,9603,4.5
7399999,9603,4
7799999,9603,2.5
7899999,9603,5
8299999,9603,5
8399999,9603,4
8699999,9603,4
8899999,9603,3
9299999,9603,2
9399999,9603,4
9899999,9603,3
9999999,9603,4
11099999,9603,5
11199999,9603,4.5
12199999,9603,4
12699999,9603,3
12899999,9603,4
12999999,9603,3
13499999,9603,3.5
14499999,9603,3
14999999,9603,3.5
15099999,9603,2.5
15199999,9603,3
16199999,9603,3
16899999,9603,4
17699999,9603,1
18799999,9603,4.5
18899999,9603,3
19299999,9603,3
19599999,9603,3
21299999,9603,2
21399999,9603,2
21999999,9603,4
23999999,9603,5
24099999,9603,4.5
24799999,9603,3
25499999,9603,2
26299999,9603,2.5
26499999,9603,5
26699999,9603,5
26899999,9603,3.5
27599999,9603,4.5
28899999,9603,3
29299999,9603,4.5
29499999,9603,4
29599999,9603,4
30699999,9603,5
30899999,9603,4
31199999,9603,3
31299999,9603,5
31599999,9603,1
31999999,9603,3
33899999,9603,3
34499999,9603,3
35899999,9603,5
36999999,9603,3
37399999,9603,5
38099999,9603,3
38299999,9603,2
38599999,9603,4
38899999,9603,3
39499999,9603,3
40099999,9603,4
40899999,9603,4
41299999,9603,3
41699999,9603,3
42199999,9603,3
42299999,9603,4
42499999,9603,3.5
43999999,9603,4
44799999,9603,3
45299999,9603,3
45799999,9603,2
46199999,9603,4.5
46399999,9603,3
46499999,9603,5
46599999,9603,4.5
46699999,9603,4
46899999,9603,3
47299999,9603,4
48799999,9603,4
49199999,9603,4
50099999,9603,2.5
51499999,9603,3
51699999,9603,3
51799999,9603,4
51899999,9603,4
52799999,9603,2.5
53499999,9603,2
53699999,9603,5
54799999,9603,3
54899999,9603,3
56199999,9603,2.5
56299999,9603,3.5
56499999,9603,5
56999999,9603,4
57599999,9603,3
58099999,9603,4
58599999,9603,4
59799999,9603,5
59899999,9603,3
59999999,9603,5
60599999,9603,4
61799999,9603,3
63999999,9603,4
64199999,9603,5
64999999,9603,4
65399999,9603,5
66299999,9603,3
66599999,9603,2
66699999,9603,2
299999,807,4
899999,807,5
999999,807,3
1399999,807,2.5
1599999,807,5
1799999,807,5
1999999,807,5
2199999,807,4
2299999,807,3.5
2399999,807,4.5
2699999,807,4.5
3099999,807,4
3499999,807,5
3899999,807,4
3999999,807,4
5099999,807,3
5699999,807,4
7299999,807,3.5
7399999,807,5
7799999,807,4
7899999,807,4
8299999,807,5
8699999,807,5
8899999,807,4
9299999,807,5
9999999,807,1
10299999,807,4
10399999,807,4.5
10599999,807,4
10899999,807,2
10999999,807,5
11099999,807,3
11199999,807,4
11699999,807,5
11899999,807,4
11999999,807,5
12099999,807,3.5
12499999,807,3.5
12599999,807,4.5
12899999,807,5
13399999,807,2.5
13499999,807,4.5
14399999,807,4.5
14499999,807,4
14599999,807,5
14999999,807,3.5
15199999,807,5
15299999,807,5
15799999,807,3.5
15999999,807,3.5
16199999,807,4
16599999,807,3.5
17199999,807,4
17599999,807,4
17799999,807,5
18399999,807,5
18899999,807,3
19199999,807,3
19299999,807,3
19999999,807,4.5
20199999,807,5
20599999,807,4.5
21299999,807,3.5
21399999,807,2.5
21499999,807,4
21699999,807,5
21999999,807,4
22499999,807,4
22599999,807,5
23599999,807,3
23699999,807,2.5
24099999,807,4
24199999,807,3
24299999,807,4
24399999,807,4
24599999,807,2
25499999,807,3
26299999,807,5
26799999,807,4.5
26899999,807,4
27099999,807,4
27999999,807,3
28399999,807,3
28599999,807,5
28899999,807,5
29099999,807,5
29199999,807,4.5
29299999,807,4.5
29599999,807,4.5
29999999,807,4.5
30399999,807,2.5
30499999,807,5
30699999,807,4
30799999,807,4
30899999,807,3
31199999,807,0.5
31399999,807,4
32799999,807,3.5
33899999,807,4
33999999,807,4.5
34099999,807,5
34499999,807,5
34599999,807,4.5
34699999,807,2.5
35299999,807,4
35399999,807,3.5
35599999,807,5
35899999,807,3
36099999,807,4
36399999,807,5
36499999,807,0.5
36999999,807,4
37199999,807,4.5
37999999,807,4.5
38099999,807,5
38199999,807,1
38399999,807,5
38499999,807,4
38599999,807,5
38899999,807,5
39199999,807,3
39499999,807,4
39699999,807,3
39999999,807,2
40099999,807,4
40899999,807,5
40999999,807,5
41899999,807,3.5
42699999,807,4
43099999,807,5
43199999,807,5
43299999,807,5
43399999,807,5
44099999,807,4
44299999,807,4.5
44999999,807,4
45099999,807,5
45299999,807,2.5
45599999,807,4.5
45799999,807,4.5
45899999,807,4
46099999,807,2.5
46199999,807,5
46399999,807,4
46899999,807,3.5
47299999,807,4
47599999,807,4
47899999,807,3.5
48099999,807,4
48799999,807,4
48899999,807,4
49599999,807,4
49699999,807,3
50199999,807,5
50899999,807,5
50999999,807,4
51499999,807,4
51699999,807,4
51799999,807,5
51899999,807,5
52099999,807,5
52299999,807,4
52799999,807,3.5
53499999,807,5
53599999,807,3
53699999,807,4
54499999,807,5
54599999,807,5
54799999,807,4
54899999,807,3
55099999,807,3
56299999,807,4.5
56499999,807,4
56899999,807,5
57499999,807,4.5
57799999,807,4
58099999,807,4
58499999,807,3.5
58799999,807,3.5
58899999,807,5
58999999,807,5
59099999,807,4
59399999,807,4
59699999,807,4
60299999,807,4
60799999,807,4
60899999,807,5
61599999,807,4.5
61999999,807,4
62499999,807,4
62799999,807,4
63199999,807,5
63399999,807,3
63999999,807,3
64799999,807,5
64899999,807,3
65499999,807,4.5
65999999,807,4
66299999,807,3
66499999,807,4.5
67099999,807,5
299999,629,4
899999,629,5
1099999,629,5
1199999,629,5
1599999,629,5
1699999,629,4.5
1799999,629,5
1999999,629,4
2399999,629,4
2699999,629,4.5
2799999,629,4
3099999,629,5
3199999,629,3.5
3499999,629,5
3699999,629,4
3999999,629,3
4099999,629,4.5
4799999,629,4
5699999,629,4
5999999,629,5
6199999,629,5
7299999,629,4
7399999,629,5
7899999,629,5
8099999,629,3
8299999,629,4
8399999,629,5
9299999,629,5
9499999,629,4
9699999,629,4
9799999,629,5
9999999,629,4
10299999,629,4
10599999,629,4.5
11199999,629,4
11899999,629,5
11999999,629,4
12099999,629,4
12199999,629,5
12599999,629,5
13099999,629,3.5
13799999,629,5
13899999,629,4
14799999,629,5
14999999,629,3
15099999,629,4.5
15199999,629,3
15299999,629,5
15799999,629,4
15999999,629,4.5
16599999,629,2
16899999,629,4
17299999,629,5
17799999,629,5
18399999,629,5
18599999,629,5
19999999,629,4.5
20199999,629,5
20399999,629,5
20599999,629,5
21299999,629,3.5
21499999,629,5
21999999,629,4
22499999,629,4
23199999,629,5
23299999,629,5
23599999,629,5
24099999,629,2.5
24199999,629,4
24299999,629,5
24599999,629,4
25499999,629,5
26199999,629,5
26599999,629,5
26699999,629,4
26799999,629,4
26899999,629,3.5
27099999,629,4
27199999,629,3.5
27599999,629,3.5
27999999,629,5
28399999,629,4
28599999,629,5
29099999,629,4.5
29299999,629,5
29599999,629,4.5
30399999,629,3.5
30499999,629,4.5
30699999,629,4
30799999,629,5
30999999,629,5
31199999,629,3
31299999,629,5
32199999,629,4
33099999,629,4
34299999,629,5
34499999,629,5
34599999,629,4.5
35099999,629,4
35599999,629,3.5
35899999,629,5
36099999,629,5
36299999,629,5
36399999,629,4
36999999,629,3
37399999,629,4
37899999,629,3
38099999,629,5
38599999,629,5
38699999,629,4
38899999,629,5
39199999,629,5
39499999,629,4.5
39699999,629,4
39999999,629,4
40099999,629,5
40799999,629,4
40899999,629,5
40999999,629,4
41299999,629,4
41599999,629,5
41999999,629,4
42599999,629,4
42899999,629,4.5
43099999,629,5
43199999,629,5
43299999,629,5
